20,0.005,50,1
20,0.005,100,1
20,0.005,200,2
20,0.005,500,8
20,0.005,1000,14
20,0.005,2000,25
20,0.005,5000,57
20,0.01,50,0
20,0.01,100,2
20,0.01,200,3
20,0.01,500,11
20,0.01,1000,21
20,0.01,2000,50
20,0.01,5000,74
20,0.02,50,1
20,0.02,100,4
20,0.02,200,8
20,0.02,500,19
20,0.02,1000,34
20,0.02,2000,41
20,0.02,5000,88
20,0.05,50,1
20,0.05,100,3
20,0.05,200,5
20,0.05,500,18
20,0.05,1000,39
20,0.05,2000,53
20,0.05,5000,76
50,0.005,50,2
50,0.005,100,6
50,0.005,200,13
50,0.005,500,21
50,0.005,1000,40
50,0.005,2000,65
50,0.005,5000,90
50,0.01,50,8
50,0.01,100,10
50,0.01,200,22
50,0.01,500,36
50,0.01,1000,68
50,0.01,2000,91
50,0.01,5000,99
50,0.02,50,10
50,0.02,100,12
50,0.02,200,19
50,0.02,500,56
