20,0.005,50,0
20,0.005,100,2
20,0.005,200,3
20,0.005,500,10
20,0.005,1000,12
20,0.01,50,2
20,0.01,100,1
20,0.01,200,9
20,0.01,500,12
20,0.01,1000,21
20,0.02,50,4
20,0.02,100,5
20,0.02,200,4
20,0.02,500,19
20,0.02,1000,34
20,0.05,50,0
20,0.05,100,3
20,0.05,200,8
20,0.05,500,14
20,0.05,1000,36
50,0.005,50,3
50,0.005,100,9
50,0.005,200,15
50,0.005,500,21
50,0.005,1000,48
50,0.01,50,3
50,0.01,100,15
50,0.01,200,26
50,0.01,500,42
50,0.01,1000,67
50,0.02,50,5
50,0.02,100,7
50,0.02,200,28
50,0.02,500,48
50,0.02,1000,83
50,0.05,50,3
50,0.05,100,10
50,0.05,200,18
50,0.05,500,35
50,0.05,1000,55
100,0.005,50,13
100,0.005,100,13
100,0.005,200,33
100,0.005,500,45
100,0.005,1000,63
100,0.01,50,13
100,0.01,100,25
100,0.01,200,44
100,0.01,500,69
100,0.01,1000,87
100,0.02,50,11
100,0.02,100,23
100,0.02,200,54
100,0.02,500,86
100,0.02,1000,97
100,0.05,50,3
100,0.05,100,17
100,0.05,200,25
100,0.05,500,54
100,0.05,1000,78
200,0.005,50,14
200,0.005,100,42
200,0.005,200,59
200,0.005,500,68
200,0.005,1000,78
200,0.01,50,17
200,0.01,100,47
200,0.01,200,58
200,0.01,500,81
200,0.01,1000,88
200,0.02,50,20
200,0.02,100,39
200,0.02,200,70
200,0.02,500,95
200,0.02,1000,100
200,0.05,50,13
200,0.05,100,31
200,0.05,200,44
200,0.05,500,77
200,0.05,1000,96
